employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,average_montly_hours
6003,Sales & Marketing,region_15,Bachelor's,m,other,1,33,3.0,4,0,52.0,0,126
8756,Sales & Marketing,region_19,Bachelor's,m,other,1,30,,1,0,59.0,1,293
2855,Operations,region_19,Bachelor's,m,sourcing,1,29,,1,0,,0,131
9626,Procurement,region_2,Master's & above,m,other,1,35,1.0,8,0,71.0,0,131
3654,Sales & Marketing,region_2,,f,sourcing,1,21,4.0,2,0,49.0,0,184
13554,Operations,region_15,Bachelor's,m,sourcing,2,32,3.0,6,0,62.0,1,123
774,HR,region_7,Master's & above,f,sourcing,1,37,3.0,2,0,51.0,0,131
14259,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,1.0,6,0,47.0,0,273
3129,Analytics,region_28,Master's & above,f,sourcing,1,32,3.0,6,0,84.0,0,190
12915,Operations,region_30,Bachelor's,m,sourcing,1,34,5.0,7,0,,0,148
6860,Procurement,region_7,Bachelor's,f,sourcing,1,28,,1,0,65.0,0,266
13113,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,5.0,6,0,49.0,1,234
6094,HR,region_31,Bachelor's,m,other,1,30,5.0,5,0,52.0,0,143
6919,Operations,region_27,Bachelor's,m,sourcing,1,27,,1,0,58.0,0,214
2456,Sales & Marketing,region_11,Master's & above,m,other,1,38,3.0,3,0,51.0,0,162
12277,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,29,2.0,4,0,53.0,0,267
8224,Analytics,region_22,,m,sourcing,1,26,2.0,1,0,85.0,0,189
14112,Sales & Marketing,region_1,Bachelor's,m,other,1,27,,1,0,48.0,0,222
10648,Sales & Marketing,region_22,Bachelor's,f,other,1,27,3.0,4,0,48.0,0,165
1779,Procurement,region_2,Master's & above,f,sourcing,1,35,3.0,9,0,70.0,1,244
10555,Sales & Marketing,region_13,Master's & above,f,sourcing,1,38,4.0,7,0,52.0,0,227
9591,Procurement,region_4,Master's & above,m,other,1,33,3.0,9,0,69.0,0,241
3160,R&D,region_20,Bachelor's,m,other,1,29,4.0,3,0,85.0,0,240
13035,HR,region_13,Bachelor's,f,sourcing,1,30,5.0,6,0,49.0,0,184
12846,Operations,region_4,Bachelor's,m,other,1,45,5.0,10,0,55.0,0,230
14652,Sales & Marketing,region_22,Bachelor's,m,other,1,27,,1,0,48.0,0,213
13877,Procurement,region_12,Bachelor's,m,other,1,29,3.0,6,0,66.0,0,173
5798,Sales & Marketing,region_14,Bachelor's,m,other,1,33,4.0,8,0,54.0,0,212
782,Operations,region_22,Bachelor's,m,sourcing,1,28,,1,0,,0,210
3266,Operations,region_19,Bachelor's,m,other,1,29,3.0,3,0,,0,183
14060,HR,region_2,Below Secondary,f,other,1,23,5.0,2,0,52.0,0,178
2718,Technology,region_13,Master's & above,m,sourcing,1,34,4.0,8,0,82.0,0,133
6873,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,1.0,3,0,47.0,0,207
256,Operations,region_16,Master's & above,m,sourcing,1,34,3.0,6,0,57.0,0,204
14875,Operations,region_27,Master's & above,m,other,1,33,5.0,7,0,60.0,0,219
12316,Sales & Marketing,region_23,Bachelor's,m,other,1,34,1.0,4,0,51.0,0,220
12993,Sales & Marketing,region_13,Bachelor's,m,other,1,35,5.0,3,0,47.0,0,198
7587,Operations,region_2,Master's & above,m,other,1,34,5.0,8,0,55.0,0,175
11402,Operations,region_26,Bachelor's,m,other,1,31,4.0,4,0,59.0,0,175
1567,Analytics,region_22,,m,other,1,28,5.0,5,0,85.0,0,274
578,Procurement,region_2,Bachelor's,f,other,2,35,3.0,7,0,68.0,0,156
11518,Sales & Marketing,region_2,Bachelor's,m,other,1,51,3.0,12,0,50.0,0,214
9561,Finance,region_11,Bachelor's,m,sourcing,4,32,3.0,7,0,65.0,0,205
4631,Sales & Marketing,region_2,Master's & above,f,other,1,51,1.0,3,0,53.0,0,228
12475,Operations,region_13,Master's & above,f,other,1,36,5.0,3,0,63.0,0,227
3488,Procurement,region_25,Bachelor's,m,other,2,27,,1,0,68.0,0,217
2320,Procurement,region_2,Bachelor's,f,other,1,38,5.0,8,0,72.0,0,208
12113,Analytics,region_31,Bachelor's,m,sourcing,2,26,5.0,3,0,86.0,0,220
11209,Sales & Marketing,region_26,Bachelor's,m,other,1,27,5.0,1,0,48.0,0,283
11531,Operations,region_7,Master's & above,m,other,1,31,3.0,4,0,63.0,0,225
1472,Procurement,region_2,Master's & above,m,sourcing,1,51,1.0,3,0,70.0,0,123
12618,Sales & Marketing,region_4,Bachelor's,m,other,1,35,1.0,10,0,48.0,0,251
3048,Sales & Marketing,region_5,Master's & above,m,sourcing,3,32,1.0,6,0,46.0,0,235
1659,Operations,region_22,Bachelor's,f,referred,2,35,3.0,7,0,57.0,1,230
5619,Technology,region_22,Bachelor's,m,sourcing,1,52,3.0,19,0,82.0,0,164
537,Operations,region_8,Master's & above,f,sourcing,1,36,3.0,6,0,59.0,0,305
5514,Legal,region_22,Bachelor's,f,other,1,31,,1,0,60.0,0,227
6975,R&D,region_7,Master's & above,m,other,1,30,3.0,5,0,86.0,1,243
11952,Technology,region_2,Bachelor's,m,referred,1,30,3.0,4,0,80.0,0,208
8133,Operations,region_16,Bachelor's,m,other,1,28,,1,0,60.0,0,189
5630,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,32,3.0,7,0,46.0,0,162
1228,Finance,region_2,Master's & above,m,sourcing,1,56,3.0,6,0,58.0,0,131
6939,Technology,region_2,Master's & above,m,other,1,57,2.0,15,0,77.0,0,235
11095,Operations,region_13,Bachelor's,f,sourcing,1,29,3.0,5,0,58.0,0,145
1902,Sales & Marketing,region_4,Master's & above,f,other,1,37,3.0,5,0,50.0,0,127
9062,Sales & Marketing,region_30,Bachelor's,m,other,1,37,2.0,5,0,46.0,0,156
5001,Sales & Marketing,region_28,Master's & above,m,other,1,32,3.0,3,0,49.0,0,186
4338,Operations,region_31,Bachelor's,f,other,1,25,4.0,2,0,56.0,0,191
5688,Sales & Marketing,region_4,Master's & above,f,sourcing,1,39,4.0,12,0,50.0,0,203
1350,Technology,region_2,Master's & above,m,other,1,57,2.0,7,0,74.0,0,200
2555,Technology,region_2,,m,other,2,29,3.0,2,0,80.0,0,138
2330,Procurement,region_2,Master's & above,f,sourcing,1,54,3.0,19,0,72.0,0,171
3944,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,31,5.0,3,0,53.0,0,157
3229,Technology,region_7,Bachelor's,m,sourcing,1,30,4.0,4,0,79.0,0,203
12981,Analytics,region_31,Bachelor's,m,other,2,30,3.0,3,0,83.0,0,131
367,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,35,5.0,8,0,56.0,0,258
554,Sales & Marketing,region_6,,m,other,1,26,,1,0,46.0,0,257
9587,Operations,region_30,Master's & above,m,other,1,38,3.0,10,0,60.0,0,224
8624,Sales & Marketing,region_15,Bachelor's,m,other,1,47,1.0,5,0,53.0,0,194
11799,Technology,region_2,Bachelor's,f,other,2,32,5.0,4,0,79.0,0,145
1820,Technology,region_2,Bachelor's,m,sourcing,1,29,3.0,2,0,80.0,1,287
8103,Analytics,region_4,Master's & above,m,sourcing,1,36,5.0,3,0,88.0,0,176
8274,Procurement,region_13,Master's & above,m,other,1,39,4.0,5,0,72.0,0,230
13008,Operations,region_7,Bachelor's,m,other,2,37,3.0,4,0,63.0,0,132
458,Sales & Marketing,region_2,Master's & above,f,other,2,50,1.0,17,0,48.0,0,166
13820,Procurement,region_11,Master's & above,m,sourcing,1,36,5.0,4,0,75.0,0,146
3947,Technology,region_7,Bachelor's,m,sourcing,1,41,4.0,12,0,79.0,0,140
2684,Sales & Marketing,region_1,Master's & above,f,other,2,33,4.0,6,0,47.0,0,205
6316,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,6,0,47.0,0,180
2469,Finance,region_29,Bachelor's,m,other,1,32,4.0,7,0,,0,152
7737,Operations,region_2,Bachelor's,m,other,1,52,3.0,6,0,,0,168
5263,Operations,region_32,Bachelor's,m,other,2,33,3.0,9,0,62.0,1,207
14744,Analytics,region_2,Bachelor's,m,other,1,27,3.0,3,0,84.0,0,246
14938,Technology,region_14,Bachelor's,m,other,3,34,1.0,5,0,79.0,0,160
9912,Analytics,region_31,Bachelor's,m,other,1,41,3.0,6,0,80.0,0,230
13949,Analytics,region_25,Bachelor's,m,sourcing,1,29,3.0,5,0,80.0,0,146
7276,Analytics,region_3,Bachelor's,m,sourcing,2,28,4.0,2,0,88.0,0,145
12145,Procurement,region_22,Master's & above,f,sourcing,1,34,3.0,5,0,94.0,1,267
6124,Technology,region_5,Master's & above,m,sourcing,1,41,2.0,6,0,84.0,0,208
5406,Sales & Marketing,region_29,Bachelor's,m,other,2,26,4.0,2,0,50.0,0,153
9496,Sales & Marketing,region_2,Master's & above,f,sourcing,2,47,3.0,17,0,48.0,0,187
6091,Analytics,region_26,,m,sourcing,1,28,5.0,5,0,86.0,0,199
3178,Operations,region_8,Bachelor's,f,other,1,42,2.0,10,0,59.0,0,170
14083,Sales & Marketing,region_10,Master's & above,m,other,1,50,1.0,20,0,46.0,0,98
8618,Sales & Marketing,region_7,Master's & above,m,sourcing,1,40,4.0,10,0,53.0,0,224
5773,Procurement,region_2,Master's & above,f,sourcing,1,55,5.0,21,0,67.0,0,271
12782,Analytics,region_7,Bachelor's,m,other,1,42,5.0,10,0,81.0,0,232
4078,Procurement,region_2,Master's & above,m,other,1,35,4.0,7,0,67.0,0,155
9103,Operations,region_15,Bachelor's,m,sourcing,2,31,3.0,7,0,62.0,0,176
6944,Technology,region_6,Bachelor's,f,other,1,26,,1,1,80.0,1,249
14039,HR,region_28,Master's & above,f,other,1,30,3.0,3,0,52.0,0,162
11991,HR,region_2,Bachelor's,m,other,2,31,3.0,4,0,52.0,0,169
12746,Technology,region_7,Bachelor's,f,other,2,30,4.0,3,0,77.0,0,161
1117,Sales & Marketing,region_7,Bachelor's,m,other,1,33,5.0,7,0,47.0,1,260
5598,Technology,region_2,Bachelor's,m,sourcing,2,34,1.0,7,0,81.0,0,274
13021,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,28,4.0,4,0,47.0,1,256
13509,Sales & Marketing,region_15,Bachelor's,f,other,1,41,3.0,5,0,49.0,0,275
12064,Operations,region_22,Bachelor's,f,sourcing,2,25,5.0,2,0,,0,136
12544,Analytics,region_26,Bachelor's,m,sourcing,1,27,3.0,2,0,86.0,0,151
13981,Finance,region_2,Bachelor's,m,sourcing,1,53,5.0,7,0,,0,233
10980,Procurement,region_17,Master's & above,m,other,2,47,3.0,3,0,71.0,0,258
600,Procurement,region_6,Bachelor's,f,other,1,28,,1,0,72.0,0,156
3608,Analytics,region_15,Bachelor's,m,other,1,40,3.0,12,0,84.0,0,175
13229,Operations,region_13,Master's & above,m,other,1,55,5.0,13,0,62.0,1,233
12852,Technology,region_2,Bachelor's,f,other,1,38,3.0,2,0,76.0,0,155
8322,Sales & Marketing,region_28,Bachelor's,f,other,1,26,4.0,2,0,56.0,0,169
428,Procurement,region_2,Master's & above,f,sourcing,1,48,1.0,19,0,72.0,0,142
10073,Sales & Marketing,region_11,,m,sourcing,1,33,5.0,4,0,48.0,0,149
1576,Operations,region_34,Bachelor's,m,other,1,29,3.0,2,0,58.0,0,275
12728,Procurement,region_2,Master's & above,m,sourcing,1,56,1.0,29,0,64.0,0,160
13943,Operations,region_22,Bachelor's,m,other,1,39,4.0,8,0,58.0,0,148
9116,Sales & Marketing,region_7,Bachelor's,m,other,4,31,3.0,2,0,48.0,0,226
5182,Procurement,region_22,Bachelor's,m,sourcing,1,27,4.0,3,0,69.0,0,224
7869,Sales & Marketing,region_3,Bachelor's,m,other,1,27,2.0,4,0,49.0,0,151
7299,Analytics,region_7,Master's & above,m,other,1,34,5.0,7,0,82.0,1,309
4563,Operations,region_13,Bachelor's,m,sourcing,2,34,5.0,4,0,60.0,0,198
7020,Sales & Marketing,region_14,Bachelor's,m,other,1,42,3.0,11,0,53.0,0,226
4651,Technology,region_2,Master's & above,f,sourcing,1,46,4.0,15,0,77.0,0,219
13415,Sales & Marketing,region_11,Master's & above,m,other,1,43,5.0,14,0,49.0,0,162
10362,Technology,region_23,Bachelor's,m,sourcing,2,28,3.0,4,0,78.0,0,166
13805,Sales & Marketing,region_28,Master's & above,m,other,1,33,4.0,3,0,49.0,1,284
9127,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,2.0,1,0,46.0,0,150
8706,Operations,region_7,Bachelor's,f,other,1,25,,1,0,,0,175
12972,Technology,region_2,Bachelor's,f,other,1,26,3.0,3,0,78.0,0,166
2368,Operations,region_32,Bachelor's,m,sourcing,1,30,3.0,2,0,57.0,0,165
1208,Procurement,region_22,Master's & above,m,other,1,30,4.0,5,0,69.0,0,237
4468,Sales & Marketing,region_7,,m,other,1,25,5.0,6,0,47.0,0,192
4526,Technology,region_27,Below Secondary,m,sourcing,2,23,5.0,2,0,80.0,0,132
1212,Technology,region_28,Bachelor's,m,other,1,27,3.0,4,0,81.0,0,244
2092,Operations,region_7,Bachelor's,m,other,1,42,4.0,11,0,58.0,0,188
8299,Sales & Marketing,region_6,Bachelor's,f,other,1,29,,1,0,49.0,0,155
11587,Procurement,region_11,Bachelor's,m,sourcing,1,30,3.0,3,0,70.0,0,197
14290,Operations,region_22,Bachelor's,f,other,1,24,4.0,2,0,65.0,0,139
3894,Sales & Marketing,region_1,Master's & above,f,sourcing,1,33,4.0,3,0,50.0,0,241
3496,Analytics,region_4,Master's & above,m,sourcing,1,31,2.0,6,0,82.0,0,141
1219,Technology,region_22,Bachelor's,m,other,1,23,1.0,2,0,76.0,0,187
1067,Analytics,region_13,Bachelor's,m,other,1,39,1.0,8,0,85.0,0,129
12768,Sales & Marketing,region_9,Bachelor's,m,other,1,32,1.0,4,0,51.0,0,205
14636,Sales & Marketing,region_2,,m,sourcing,1,30,5.0,8,0,50.0,0,130
11292,HR,region_2,Master's & above,f,sourcing,1,48,3.0,17,0,,0,251
5679,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,35,3.0,2,0,49.0,0,120
12610,Analytics,region_13,Bachelor's,m,other,1,29,5.0,6,0,83.0,0,205
751,Operations,region_22,Master's & above,f,sourcing,1,40,4.0,4,0,57.0,0,130
9492,Operations,region_2,Bachelor's,f,other,1,54,5.0,16,0,63.0,0,140
13261,Analytics,region_7,Master's & above,m,other,1,37,5.0,10,0,87.0,0,206
12588,Procurement,region_2,Master's & above,m,other,2,57,3.0,23,0,72.0,0,211
582,Operations,region_29,Bachelor's,f,other,1,38,2.0,5,0,59.0,0,242
13670,Sales & Marketing,region_4,Bachelor's,m,other,1,37,4.0,10,0,49.0,0,179
345,Operations,region_22,Bachelor's,f,other,1,51,4.0,16,0,55.0,0,195
13006,Operations,region_22,Bachelor's,m,other,1,33,5.0,5,0,57.0,1,265
7522,HR,region_22,Master's & above,m,other,1,37,3.0,8,0,46.0,0,193
1691,Operations,region_11,Master's & above,m,other,1,37,5.0,9,0,,0,201
3286,Sales & Marketing,region_25,Bachelor's,m,other,1,32,3.0,6,0,52.0,0,163
618,Operations,region_2,Bachelor's,f,sourcing,1,38,1.0,8,0,57.0,0,251
12162,Procurement,region_2,Bachelor's,m,other,1,27,1.0,2,0,71.0,0,153
3456,Procurement,region_2,Master's & above,f,other,3,38,2.0,5,0,71.0,0,218
442,Sales & Marketing,region_7,Master's & above,m,other,1,42,5.0,16,1,98.0,1,151
14293,Operations,region_3,Bachelor's,m,sourcing,1,29,4.0,4,0,,0,165
13642,Technology,region_26,Master's & above,f,other,1,38,1.0,10,0,77.0,0,189
8197,Analytics,region_24,Bachelor's,m,other,1,27,4.0,5,0,83.0,0,229
2658,Analytics,region_2,Bachelor's,m,sourcing,1,46,3.0,16,0,86.0,0,233
3112,Technology,region_2,Bachelor's,m,sourcing,1,28,1.0,5,0,79.0,0,145
3407,Technology,region_2,Bachelor's,m,sourcing,1,44,3.0,4,0,80.0,0,211
1165,Operations,region_10,Bachelor's,m,other,1,31,3.0,3,0,62.0,0,288
7315,Technology,region_14,Bachelor's,m,other,1,27,3.0,6,0,82.0,0,197
12153,Sales & Marketing,region_2,,m,other,1,31,4.0,4,0,46.0,0,143
14192,Sales & Marketing,region_19,Bachelor's,m,other,1,38,3.0,9,0,51.0,0,168
3802,Technology,region_5,Bachelor's,m,other,1,27,1.0,3,0,83.0,0,120
14834,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,3,0,71.0,1,247
5519,Operations,region_19,Bachelor's,m,other,3,32,3.0,7,0,64.0,0,165
866,Sales & Marketing,region_26,Master's & above,m,sourcing,1,47,2.0,15,0,51.0,0,219
12480,Operations,region_2,Bachelor's,f,sourcing,1,52,4.0,8,0,58.0,0,277
1609,Finance,region_2,Master's & above,m,other,1,34,3.0,7,0,59.0,0,133
9680,Operations,region_31,Bachelor's,m,other,1,27,3.0,2,0,57.0,0,219
6469,Technology,region_2,Bachelor's,m,sourcing,2,34,3.0,3,1,92.0,1,275
8528,Sales & Marketing,region_7,Master's & above,f,other,2,34,1.0,3,0,53.0,0,124
4406,Analytics,region_32,Bachelor's,f,other,1,29,,1,0,85.0,0,171
12909,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,32,5.0,4,0,50.0,0,174
207,Operations,region_22,Master's & above,f,other,1,56,5.0,17,0,57.0,0,228
6261,HR,region_2,Master's & above,f,sourcing,1,34,4.0,3,0,49.0,0,221
11729,Sales & Marketing,region_15,Bachelor's,m,other,3,29,1.0,5,0,51.0,0,201
120,Sales & Marketing,region_2,,m,sourcing,1,42,3.0,6,0,51.0,0,132
6285,Operations,region_15,Master's & above,m,other,1,44,5.0,16,0,,0,218
608,Sales & Marketing,region_10,Master's & above,m,other,1,42,3.0,6,0,47.0,0,250
4490,Analytics,region_22,Master's & above,m,other,1,29,5.0,4,0,83.0,0,159
10541,Procurement,region_20,Bachelor's,f,other,1,31,3.0,5,0,68.0,0,146
14896,Sales & Marketing,region_14,Bachelor's,m,sourcing,2,28,3.0,2,0,51.0,0,201
3402,Technology,region_2,Master's & above,f,sourcing,1,37,1.0,5,0,81.0,0,224
9655,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,29,,1,0,46.0,0,177
2533,Technology,region_4,Master's & above,m,sourcing,2,36,4.0,7,0,80.0,1,244
9506,Analytics,region_20,Bachelor's,m,sourcing,1,27,5.0,2,0,83.0,0,203
7201,Analytics,region_22,Bachelor's,f,sourcing,1,29,3.0,5,0,85.0,0,214
6588,Analytics,region_7,Bachelor's,m,other,2,34,2.0,7,0,80.0,0,260
6710,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,1.0,6,0,50.0,0,254
6085,Technology,region_2,Below Secondary,m,other,1,24,4.0,1,0,80.0,0,144
2625,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,5.0,5,0,50.0,0,155
10017,Analytics,region_30,Bachelor's,m,other,1,29,5.0,2,0,88.0,0,171
5157,Operations,region_2,Bachelor's,f,other,1,29,,1,0,60.0,0,223
12065,Sales & Marketing,region_2,Master's & above,m,referred,1,33,5.0,6,0,86.0,1,286
6580,Operations,region_21,Bachelor's,m,sourcing,1,36,1.0,8,0,57.0,0,210
6688,Sales & Marketing,region_2,Master's & above,m,other,1,49,2.0,19,0,,0,136
14396,Operations,region_2,Bachelor's,m,other,1,41,4.0,11,0,62.0,0,198
8825,Operations,region_27,Bachelor's,f,other,1,41,3.0,3,0,,0,187
7989,Technology,region_22,Master's & above,f,other,1,32,3.0,10,0,77.0,0,239
11673,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,24,2.0,2,0,48.0,0,204
11579,HR,region_7,Master's & above,f,sourcing,1,42,5.0,5,0,53.0,0,222
4794,Sales & Marketing,region_27,Bachelor's,m,other,1,32,5.0,4,0,55.0,1,158
11208,Finance,region_2,Bachelor's,f,other,1,51,3.0,7,0,,0,233
10867,Sales & Marketing,region_2,,m,sourcing,4,24,3.0,3,0,48.0,0,209
824,Sales & Marketing,region_22,Bachelor's,m,other,1,27,5.0,5,0,52.0,0,142
6792,Operations,region_2,Master's & above,f,sourcing,1,39,5.0,8,0,62.0,1,182
7333,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,31,3.0,3,0,50.0,0,149
7543,Sales & Marketing,region_2,Bachelor's,m,other,1,50,1.0,4,0,51.0,0,135
10132,Procurement,region_22,Master's & above,m,other,1,41,3.0,12,0,74.0,0,130
12738,Operations,region_14,Bachelor's,m,other,1,35,5.0,5,0,65.0,0,181
315,HR,region_2,Bachelor's,m,other,1,49,3.0,6,1,62.0,1,285
13697,Operations,region_15,Master's & above,m,referred,2,36,5.0,8,0,58.0,0,214
10859,Sales & Marketing,region_28,Master's & above,m,sourcing,1,34,1.0,7,0,50.0,0,220
12863,Sales & Marketing,region_3,Bachelor's,m,other,3,36,4.0,8,0,,0,194
6047,Operations,region_32,,f,other,1,28,3.0,4,0,,0,184
388,Sales & Marketing,region_2,Bachelor's,m,other,2,24,3.0,3,0,53.0,0,247
9674,Operations,region_22,Bachelor's,m,other,1,31,5.0,6,0,65.0,0,170
7698,Sales & Marketing,region_7,Master's & above,m,sourcing,1,51,3.0,5,0,44.0,0,234
8737,Operations,region_27,Master's & above,m,other,1,42,5.0,2,0,,0,185
13935,R&D,region_2,,m,sourcing,2,25,5.0,2,0,82.0,0,183
13425,Technology,region_24,Bachelor's,m,other,2,31,1.0,6,0,75.0,0,176
7265,Sales & Marketing,region_9,Bachelor's,m,other,1,30,1.0,3,0,48.0,0,142
1701,Sales & Marketing,region_13,Master's & above,m,other,1,40,5.0,7,0,53.0,0,202
13680,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4.0,7,0,47.0,0,166
14235,HR,region_2,Master's & above,f,other,1,59,5.0,18,0,,0,228
5210,Technology,region_22,Bachelor's,f,other,1,31,3.0,5,0,71.0,0,177
2245,Procurement,region_2,Master's & above,m,other,1,43,3.0,7,0,69.0,0,176
755,Sales & Marketing,region_11,Bachelor's,m,other,1,23,,1,0,46.0,0,224
7577,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,20,,1,0,49.0,0,223
12384,Procurement,region_2,Bachelor's,f,other,1,35,2.0,6,0,71.0,0,143
12004,HR,region_2,Bachelor's,f,sourcing,1,25,,1,0,48.0,0,146
1154,Finance,region_2,Bachelor's,m,sourcing,2,36,4.0,11,0,,0,126
10133,Technology,region_27,Master's & above,f,other,2,36,3.0,8,0,83.0,0,115
7781,Procurement,region_11,Bachelor's,f,sourcing,1,28,5.0,4,0,67.0,0,229
196,HR,region_7,Bachelor's,f,other,1,35,3.0,7,0,46.0,0,304
1372,Procurement,region_26,Bachelor's,m,sourcing,2,31,3.0,5,0,68.0,0,184
12231,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,4.0,8,0,48.0,0,127
12296,Procurement,region_2,Master's & above,f,sourcing,1,56,3.0,16,0,65.0,0,146
3142,Operations,region_30,Bachelor's,m,other,1,28,1.0,3,0,59.0,0,255
9134,Operations,region_33,Bachelor's,f,other,1,27,3.0,4,0,57.0,0,187
876,Finance,region_2,Master's & above,m,other,2,57,4.0,7,0,58.0,0,277
5578,HR,region_2,Master's & above,m,sourcing,1,59,3.0,18,0,53.0,0,191
3135,Procurement,region_5,Bachelor's,f,sourcing,1,31,3.0,5,0,72.0,0,184
13306,Technology,region_2,Master's & above,f,other,1,59,4.0,18,0,84.0,0,190
10440,Operations,region_31,Bachelor's,m,other,1,33,4.0,6,0,56.0,0,123
8484,Sales & Marketing,region_9,Master's & above,m,other,1,33,1.0,3,0,48.0,0,169
9138,Analytics,region_2,Master's & above,m,sourcing,1,50,3.0,18,0,82.0,0,222
2166,HR,region_2,Bachelor's,m,other,1,50,3.0,21,0,48.0,0,157
8226,Analytics,region_13,Master's & above,m,other,1,33,5.0,5,0,85.0,0,143
1845,Operations,region_14,Bachelor's,f,sourcing,1,27,3.0,4,0,60.0,0,154
12926,HR,region_22,Bachelor's,f,sourcing,1,27,5.0,4,0,52.0,0,213
7528,Analytics,region_15,Master's & above,m,sourcing,2,38,5.0,3,0,86.0,0,257
2751,Sales & Marketing,region_4,Master's & above,m,sourcing,1,33,5.0,8,0,48.0,0,177
304,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,3.0,8,0,50.0,0,127
7084,HR,region_2,Bachelor's,f,other,1,26,4.0,2,0,48.0,0,140
5517,Sales & Marketing,region_19,Bachelor's,m,other,1,35,5.0,7,0,53.0,0,104
2917,Operations,region_29,Bachelor's,m,other,1,38,5.0,2,0,60.0,0,126
2597,Operations,region_22,Master's & above,m,other,1,30,5.0,5,0,,0,144
12950,Analytics,region_28,Bachelor's,m,other,1,29,3.0,2,0,85.0,0,270
4629,HR,region_2,Bachelor's,m,sourcing,1,31,1.0,2,0,50.0,0,180
5928,Operations,region_2,Master's & above,m,other,1,37,1.0,9,0,58.0,0,225
1658,Procurement,region_23,Master's & above,m,sourcing,1,32,3.0,8,0,76.0,0,195
5299,Sales & Marketing,region_25,Master's & above,m,other,1,36,1.0,2,0,49.0,0,153
10432,Operations,region_27,Bachelor's,m,other,1,31,5.0,6,0,94.0,1,249
13897,Operations,region_13,Bachelor's,f,other,1,49,4.0,15,0,60.0,0,161
8349,Technology,region_2,Bachelor's,f,sourcing,1,31,4.0,2,0,75.0,0,181
5057,Analytics,region_28,Bachelor's,m,other,1,32,2.0,5,0,84.0,0,164
2834,Technology,region_2,Bachelor's,m,referred,1,30,4.0,4,0,79.0,0,152
3038,Technology,region_33,Bachelor's,m,other,1,27,,1,0,75.0,0,181
5365,Sales & Marketing,region_23,,m,sourcing,1,33,4.0,10,0,46.0,0,141
688,Finance,region_30,Bachelor's,m,sourcing,3,26,3.0,4,0,56.0,0,254
6380,Technology,region_17,Bachelor's,m,sourcing,1,30,3.0,1,0,78.0,0,214
12471,R&D,region_2,Bachelor's,m,other,1,36,5.0,2,0,83.0,0,260
13372,Operations,region_19,Bachelor's,f,other,1,34,3.0,6,0,63.0,0,136
12097,Operations,region_27,Bachelor's,f,other,2,26,3.0,2,0,58.0,0,156
14484,Operations,region_15,Master's & above,m,sourcing,1,52,4.0,4,0,63.0,0,194
8984,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,30,3.0,7,0,46.0,0,132
14284,Sales & Marketing,region_10,Master's & above,f,other,1,33,3.0,7,0,53.0,0,121
14553,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,5.0,5,0,48.0,0,136
12867,Operations,region_15,Bachelor's,f,other,1,38,3.0,10,0,63.0,0,168
9778,Operations,region_32,Bachelor's,m,other,2,39,5.0,3,0,,0,122
5080,Sales & Marketing,region_4,Master's & above,m,sourcing,1,51,5.0,12,0,46.0,0,196
3009,Procurement,region_11,Bachelor's,m,other,2,29,1.0,8,0,72.0,0,146
9928,Finance,region_13,Bachelor's,f,other,1,35,3.0,7,0,64.0,0,132
10794,Operations,region_13,Bachelor's,m,sourcing,1,32,4.0,4,0,57.0,0,176
3884,Procurement,region_7,Below Secondary,f,sourcing,3,25,,1,0,70.0,0,181
8244,Operations,region_1,Bachelor's,f,other,1,25,,1,0,62.0,0,207
9402,Operations,region_2,Master's & above,m,other,1,55,1.0,6,0,62.0,0,145
7119,Analytics,region_30,Bachelor's,m,sourcing,1,29,5.0,4,0,85.0,1,267
11316,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,,1,0,53.0,0,188
14419,Operations,region_2,Master's & above,m,sourcing,1,51,5.0,9,0,55.0,0,200
9899,Sales & Marketing,region_13,Bachelor's,m,other,1,37,5.0,14,0,52.0,0,227
1532,Technology,region_13,Bachelor's,m,other,1,38,3.0,9,0,79.0,0,170
